N5116D,,a66854,N5116D,,67CO,KORS,2020-05-31 13:55:16+00:00,2020-06-01 02:30:19+00:00,2020-06-01 00:00:00+00:00,40.57859802246094,-104.77459716796879,2438.4,48.72084045410156,-122.90989802433901,53.34
QTR8147,,06a1e9,A7-BFL,B77L,ELLX,SBKP,2020-05-31 13:57:40+00:00,2020-06-01 01:04:29+00:00,2020-06-01 00:00:00+00:00,49.6349270060911,6.22900679304793,304.8,-23.00688171386719,-47.135242808948824,594.36
NCA008,,846333,JA12KZ,B748,,EHAM,2020-05-31 14:01:26+00:00,2020-06-01 00:42:24+00:00,2020-06-01 00:00:00+00:00,35.554271633342154,140.5265905501995,1524.0,52.3044319152832,4.774150848388672,
UAE448,,896112,A6-ECK,B77W,OMDB,NZAA,2020-05-31 14:05:23+00:00,2020-06-01 05:22:23+00:00,2020-06-01 00:00:00+00:00,25.26382827758789,55.344823201497405,0.0,-37.00529479980469,174.81112216381317,160.02
CES7119,MU7119,780c01,B-5943,A332,ZGSZ,KLAX,2020-05-31 14:08:21+00:00,2020-06-01 02:28:59+00:00,2020-06-01 00:00:00+00:00,22.61178588867188,113.8254505504261,304.8,33.95320051807468,-118.3915328979492,99.06
KLM807,,484cbc,PH-BVI,B77W,EHAM,RCTP,2020-05-31 14:11:13+00:00,2020-06-01 02:42:16+00:00,2020-06-01 00:00:00+00:00,52.313987731933594,4.7431373596191415,-304.8,25.11648559570312,121.29425048828121,358.14
KLM862,KL862,484560,PH-BVC,B77W,,EHAM,2020-05-31 14:11:44+00:00,2020-06-01 01:13:18+00:00,2020-06-01 00:00:00+00:00,35.63168334960938,140.471076965332,1828.8,52.296586117501974,4.756687709263393,-91.44
QTR807,,06a12c,,,,OTHH,2020-05-31 14:15:15+00:00,2020-06-01 01:45:26+00:00,2020-06-01 00:00:00+00:00,35.61946105957031,140.4798316955566,1524.0,25.266878806938557,51.621750165831365,76.2
THY6168,,4bb14a,TC-LJJ,B77W,,,2020-05-31 14:17:25+00:00,2020-06-01 04:46:56+00:00,2020-06-01 00:00:00+00:00,-26.26817321777344,28.32239115013267,3962.4,41.40160512115995,28.89768378679143,1524.0
KLM830,,4851ad,PH-BHA,B789,WSSS,EHAM,2020-05-31 14:22:53+00:00,2020-06-01 03:11:29+00:00,2020-06-01 00:00:00+00:00,1.383299746755826,104.0077577788254,304.8,52.30525647179555,4.773755754743304,-91.44
KAL213,KE213,71be03,HL7603,B744,RKSI,KLAX,2020-05-31 14:22:58+00:00,2020-06-01 00:42:38+00:00,2020-06-01 00:00:00+00:00,37.50260925292969,126.4185089760638,304.8,33.93769862288136,-118.3795166015625,76.2
ACA7154,AC7154,c023c8,C-FNOH,B789,VHHH,CYYZ,2020-05-31 14:23:11+00:00,2020-06-01 04:55:09+00:00,2020-06-01 00:00:00+00:00,22.30503845214844,113.92537619850849,0.0,43.68415832519531,-79.58981536155522,144.78
VIR681B,,4075b4,,,EGLL,KLAX,2020-05-31 14:24:38+00:00,2020-06-01 00:56:27+00:00,2020-06-01 00:00:00+00:00,51.46484892247086,-0.4492950439453125,0.0,33.95278930664062,-118.3957905672034,91.44
THY6185,TK6185,4bb149,TC-LJI,B77W,,KORD,2020-05-31 14:30:35+00:00,2020-06-01 01:05:44+00:00,2020-06-01 00:00:00+00:00,41.23503112792969,28.7403564453125,304.8,41.965576171875,-87.99062555486506,373.38
BAW6,BA6,406f7b,G-ZBKO,B789,EGLL,EGLL,2020-05-31 14:34:48+00:00,2020-06-01 15:42:30+00:00,2020-06-01 00:00:00+00:00,51.46495056152344,-0.4404181403082816,0.0,51.47744750976562,-0.4937166781039082,0.0
AFR165,AF165,3965a3,F-GZND,B77W,LFPG,LFPG,2020-05-31 14:35:06+00:00,2020-06-01 15:27:54+00:00,2020-06-01 00:00:00+00:00,49.02360534667969,2.5709416316105766,0.0,49.02504613844015,2.5311198987458883,76.2
BYF69,,a114bb,N169SP,,IA85,KSQL,2020-05-31 14:36:57+00:00,2020-06-01 00:53:02+00:00,2020-06-01 00:00:00+00:00,41.43333435058594,-93.39240334250714,1828.8,37.503786248675844,-122.24045463230301,83.82000000000002
PAL8117,,75827b,RP-C7773,B77W,CYVR,RPLL,2020-05-31 14:40:14+00:00,2020-06-01 03:12:56+00:00,2020-06-01 00:00:00+00:00,49.18094958289195,-123.1258030941612,304.8,14.49087524414062,120.9874593800512,114.3
CXB772,CS772,4850a1,P4-XTL,B77L,,KLAX,2020-05-31 14:44:29+00:00,2020-06-01 00:57:05+00:00,2020-06-01 00:00:00+00:00,32.870223999023445,129.8260986328125,10058.4,33.93795776367188,-118.3767887037627,83.82000000000002
ASI423,,ac7429,N901PA,,KDVT,1XA0,2020-05-31 14:48:13+00:00,2020-06-01 00:52:13+00:00,2020-06-01 00:00:00+00:00,33.68939208984375,-112.0869476941167,304.8,30.786298331567803,-97.893017578125,1463.04
QQE545,,06a1cc,,,LIML,RCSS,2020-05-31 14:48:56+00:00,2020-06-01 03:30:58+00:00,2020-06-01 00:00:00+00:00,45.43139958785752,9.278557009813262,0.0,25.07014904992055,121.53698039504721,45.72
TUP6494,,42444f,,,,UNNT,2020-05-31 14:49:20+00:00,2020-06-01 01:32:52+00:00,2020-06-01 00:00:00+00:00,48.5830078125,132.41610013521628,10972.8,55.02580261230469,82.80007755055145,556.26
CLX7617,,4d012e,,,SBKP,ELLX,2020-05-31 14:54:04+00:00,2020-06-01 01:33:22+00:00,2020-06-01 00:00:00+00:00,-23.01155090332031,-47.12870094992894,304.8,49.6349270060911,6.228672749287371,312.42
AFR257,AF257,394a0b,F-GSQL,B77W,WSSS,LFPG,2020-05-31 14:54:27+00:00,2020-06-01 03:46:29+00:00,2020-06-01 00:00:00+00:00,1.3781790005958692,104.00496384193158,304.8,49.02172929149562,2.5336677149722453,
BAW193,BA193,406890,,,EGLL,KDFW,2020-05-31 15:01:17+00:00,2020-06-01 00:29:24+00:00,2020-06-01 00:00:00+00:00,51.46489547470868,-0.4480743408203125,0.0,32.93719482421875,-97.02586669921872,220.98
AMX9004,,ad7633,N967AM,B788,,,2020-05-31 15:01:40+00:00,2020-06-01 06:42:17+00:00,2020-06-01 00:00:00+00:00,32.233566284179695,-106.9538818359375,11277.6,32.870773315429695,129.10083618164057,12184.38
KLM868,KL868,4851b0,PH-BHE,B789,RJBB,EHAM,2020-05-31 15:02:51+00:00,2020-06-01 02:01:51+00:00,2020-06-01 00:00:00+00:00,34.44241798530191,135.2663040161133,0.0,52.29518955036745,4.7530779157366085,-91.44
CAO1059,CA1059,780c5d,B-2093,B77L,,KHHR,2020-05-31 15:03:09+00:00,2020-06-01 00:50:48+00:00,2020-06-01 00:00:00+00:00,32.95578002929688,130.0703796386719,9144.0,33.939193725585945,-118.364737374442,129.54
N727KW,,a9be83,N727KW,,KOKH,KVGT,2020-05-31 15:07:49+00:00,2020-06-01 00:00:40+00:00,2020-06-01 00:00:00+00:00,48.21857517048464,-122.84948248612258,609.6,36.21680308196504,-115.2053248628657,739.14
KLM166,KL166,485b42,,,EHAM,KATL,2020-05-31 15:08:16+00:00,2020-06-01 00:06:57+00:00,2020-06-01 00:00:00+00:00,52.31442260742188,4.7428321838378915,-304.8,33.631851196289055,-84.45431456273917,304.8
QTR8750,,06a1ea,A7-BFM,B77L,OTHH,EBLG,2020-05-31 15:08:40+00:00,2020-06-01 10:08:16+00:00,2020-06-01 00:00:00+00:00,25.28559280654131,51.613510419737615,0.0,50.59519958496094,5.377301667865955,419.1
NOS973,,4ca8fb,,,ZGSZ,LIMC,2020-05-31 15:09:53+00:00,2020-06-01 03:40:20+00:00,2020-06-01 00:00:00+00:00,22.61215209960938,113.8257002397017,304.8,45.57060241699219,8.73942305402058,441.96
AAR2841,OZ2841,71bc36,HL7436,B744,RKSI,KLAX,2020-05-31 15:11:03+00:00,2020-06-01 01:18:59+00:00,2020-06-01 00:00:00+00:00,37.50407409667969,126.4179245969083,304.8,33.95159912109375,-118.406945053412,60.96
CAL061,,89900f,B-18902,A359,RCTP,EDDF,2020-05-31 15:13:19+00:00,2020-06-01 05:02:57+00:00,2020-06-01 00:00:00+00:00,25.00874664823888,121.14660299049231,914.4,50.04480743408203,8.594777960526315,
ETH553,ET553,040103,ET-ASI,B788,CYYZ,,2020-05-31 15:17:27+00:00,2020-06-01 00:11:43+00:00,2020-06-01 00:00:00+00:00,43.6768798828125,-79.60022682367367,0.0,34.377456665039055,23.58220937300701,12496.8
LCO1107,,a6b8d6,N532LA,B763,EDDF,KMIA,2020-05-31 15:18:57+00:00,2020-06-01 01:19:44+00:00,2020-06-01 00:00:00+00:00,50.03188705444336,8.561710558439556,0.0,25.781746557203395,-80.41826356132076,533.4
CKS249,K4249,aa7468,N773CK,,YMML,VHHH,2020-05-31 15:20:53+00:00,2020-06-01 00:07:59+00:00,2020-06-01 00:00:00+00:00,-37.651263738082655,144.834913170856,304.8,22.303316795219807,113.9200337727865,7.62
AEH407,,45c867,OY-RCG,A319,FACT,LFPG,2020-05-31 15:22:16+00:00,2020-06-01 04:40:51+00:00,2020-06-01 00:00:00+00:00,-33.971328735351555,18.603665098852037,0.0,49.02472027277542,2.524181165193256,91.44
ETH3715,,040168,,,EBBR,FABA,2020-05-31 15:24:43+00:00,2020-06-01 01:33:54+00:00,2020-06-01 00:00:00+00:00,50.8985481262207,4.4700436978726765,-304.8,-26.012133582163703,28.27579791729267,2125.98
BAW32,BA32,405bfc,G-YMMS,B772,VHHH,EGLL,2020-05-31 15:27:24+00:00,2020-06-01 03:50:39+00:00,2020-06-01 00:00:00+00:00,22.304899571305622,113.9249674479167,0.0,51.47749328613281,-0.4940136058910412,-7.62
EVA620,BR620,899134,,,RCTP,KLAX,2020-05-31 15:28:08+00:00,2020-06-01 02:37:53+00:00,2020-06-01 00:00:00+00:00,25.032208976099053,121.18717985333141,609.6,33.938461303710945,-118.37247264628509,99.06
LPE2719,,e80210,CC-CWV,B763,KMIA,SPJC,2020-05-31 15:33:22+00:00,2020-06-01 02:13:57+00:00,2020-06-01 00:00:00+00:00,25.77904652740996,-80.21460191258842,914.4,-11.93829345703125,-77.15565648572199,434.34
DAL3331,DL3331,abe56d,N866DA,B772,KATL,RKSI,2020-05-31 15:33:51+00:00,2020-06-01 06:25:20+00:00,2020-06-01 00:00:00+00:00,33.63487631587659,-84.40704345703125,304.8,37.32037353515625,126.5848817216589,1005.84
BAW12,BA12,406a35,G-STBJ,B77W,WSSS,EGLL,2020-05-31 15:34:12+00:00,2020-06-01 04:31:45+00:00,2020-06-01 00:00:00+00:00,1.400244761321504,104.01434010472789,304.8,51.477464578919495,-0.4938507080078125,-15.24
N51086,,a664fe,,,,EISP,2020-05-31 15:39:48+00:00,2020-06-01 18:19:27+00:00,2020-06-01 00:00:00+00:00,46.45875549316406,-60.95543093797636,5181.6,52.75680541992188,-9.232711791992188,1508.76
EVA087,,89902f,B-16726,B77W,RCTP,LFPG,2020-05-31 15:41:42+00:00,2020-06-01 05:31:22+00:00,2020-06-01 00:00:00+00:00,25.03312683105469,121.18820190429692,609.6,49.02507019042969,2.531362680288461,60.96
LAN1234,,e80444,CC-BGC,B789,KLAX,KMIA,2020-05-31 15:42:45+00:00,2020-06-01 11:45:41+00:00,2020-06-01 00:00:00+00:00,33.94686941373146,-118.43490600585942,0.0,25.781700004965572,-80.41867813974056,525.78
BAW28,,4065de,G-STBF,B77W,VHHH,EGLL,2020-05-31 15:44:56+00:00,2020-06-01 04:09:55+00:00,2020-06-01 00:00:00+00:00,22.30443404892744,113.9235432942708,0.0,51.47749328613281,-0.4896339210304177,-30.48
BAW9110,,4007ee,G-YMMC,B772,EGLL,RPLL,2020-05-31 15:45:09+00:00,2020-06-01 04:32:06+00:00,2020-06-01 00:00:00+00:00,51.46484892247086,-0.437774658203125,0.0,14.490920244637179,120.9876130756579,129.54
KLM887,KL887,4851b1,PH-BHF,B789,EHAM,VHHH,2020-05-31 15:47:56+00:00,2020-06-01 02:53:43+00:00,2020-06-01 00:00:00+00:00,52.31423950195312,4.7538185119628915,-304.8,22.317422123278604,113.91815185546879,22.86
VIR207,VS207,4073ce,,,VHHH,EGLL,2020-05-31 15:50:22+00:00,2020-06-01 03:47:51+00:00,2020-06-01 00:00:00+00:00,22.304573705640895,113.92400105794269,0.0,51.47744750976562,-0.4869615709459367,-38.1
CLX83N,,4d0115,LX-ECV,B744,ELLX,KLAX,2020-05-31 15:51:38+00:00,2020-06-01 02:58:56+00:00,2020-06-01 00:00:00+00:00,49.63674545288086,6.2271158318770565,304.8,33.93849001092426,-118.3719635009766,99.06
N519SW,,a68483,N519SW,,,EISP,2020-05-31 15:53:06+00:00,2020-06-01 18:34:29+00:00,2020-06-01 00:00:00+00:00,46.44479370117188,-60.87296648723321,3352.8,52.74581909179688,-9.223098754882812,975.36
